binding URI,file URL,msID,shelfmark,collection,binding,condition,decoNote,binding contemporary,binding not after,binding not before,binding height,binding height max,binding height min,binding width,binding width max,binding width min,binding depth,binding depth max,binding depth min,binding unit
St_Johns_College_MS_26_binding_1,manuscript_12026,St_Johns_College_MS_26,St John's College MS 26,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper one .(iii bis–v)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_27_binding_1,manuscript_12027,St_Johns_College_MS_27,St John's College MS 27,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front and rear , one marbled paper flyleaf and two modern paper flyleaves.(iv–vi)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_28_binding_1,manuscript_12028,St_Johns_College_MS_28,St John's College MS 28,St_Johns_College,"A modern replacement, probably s. xvii. Sewn on five thongs. At the front, one modern paper flyleaf; at the rear, two modern paper flyleaves (ii–iii), following the added eleventh-century materials.",,,,1700,1600,,,,,,,,,,
St_Johns_College_MS_29_binding_1,manuscript_12029,St_Johns_College_MS_29,St John's College MS 29,St_Johns_College,"A modern replacement. Sewn on eleven thongs. At the front, a marbled paper leaf and a modern paper flyleaf; at the rear, two modern paper fly-leaves and another marbled paper one .(iii–v)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_31_binding_1,manuscript_12031,St_Johns_College_MS_31,St John's College MS 31,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf (, half a bifolium, preceded by two stubs, one its conjugate); at the rear, two modern paper flyleaves and another marbled paper leaf .fol. 1(iv–vi)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_34_binding_1,manuscript_12034,St_Johns_College_MS_34,St John's College MS 34,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper and a paper flyleaf; at the rear, two paper flyleaves and a marbled paper one (iii–v).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_35_binding_1,manuscript_12035,St_Johns_College_MS_35,St John's College MS 35,St_Johns_College,"Dark brown leather over millboards, s. xvi. Sewn on five thongs. Green ribbon ties in both boards (those in the upper board frayed and the top one almost gone) to close the book. A chain-staple impression in ‘35’ inked on a paper lozenge at the head of the spine and in black ink on the leading edges, with the notation of contents ‘Lactantius manule’. Pastedowns modern paper. At the front, a modern paper flyleaf and two of medieval vellum; at the rear, a modern paper flyleaf . has been a pastedown; both it and are singles, their conjugate stubs visible following that of the original . A College bookplate on .Watson’s position 6.(iv)Fol. iifol. iiifol. 8fol. iiv",,,,1600,1500,,,,,,,,,,
St_Johns_College_MS_36_binding_1,manuscript_12036,St_Johns_College_MS_36,St John's College MS 36,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum one (fol. iv, preceded by a stub, which is probably its conjugate); at the rear, two modern paper flyleaves and another marbled paper leaf (fols. v–vii).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_38_binding_1,manuscript_12038,St_Johns_College_MS_38,St John's College MS 38,St_Johns_College,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, the same (iv–vi).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_39_binding_1,manuscript_12039,St_Johns_College_MS_39,St John's College MS 39,St_Johns_College,"Modern replacement, with imitation s. xvi rolls and punches over wood. Sewn on five thongs. At the front, three modern vellum flyleaves and two medieval ones (, a bifolium, damaged and partly remounted), a College bookplate on . At the rear, five medieval vellum flyleaves (counting a bifolium put in as a single leaf; , as two) and three modern vellum flyleaves (, ).fols. iv–vfol. ivfol. ivvfol. 159156–9vi–viii",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_40_binding_1,manuscript_12040,St_Johns_College_MS_40,St John's College MS 40,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, three paper flyleaves, the first modern, the second two the same paper-stock as the book (and bounded in stylus, like the text leaves); at the rear, one modern paper flyleaf . The front fly-leaves have rust stains from nails fixing clasps or straps in an earlier binding.fol. iii(v)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_42_binding_1,manuscript_12042,St_Johns_College_MS_42,St John's College MS 42,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf; at the rear, three medieval vellum flyleaves, two modern paper ones, and another marbled paper one . The last vellum flyleaf may have been a pastedown in an earlier binding.(v–x)(fol. vii)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_43_binding_1,manuscript_12043,St_Johns_College_MS_43,St John's College MS 43,St_Johns_College,"Rather yellow leather (pigskin?), the medieval wrapper, now stiffened, with slight turn-ins on the leading edges to protect the leaves. Sewn on three thongs. Gold and hand-written ‘43’ at the top of the spine, in black ink on the leading edges. The pastedowns medieval vellum from the received wrapper. At the front, one modern paper flyleaf and one medieval vellum one; at the rear, one modern paper flyleaf (iii).",,,,1500,1100,,,,,,,,,,
St_Johns_College_MS_45_binding_1,manuscript_12045,St_Johns_College_MS_45,St John's College MS 45,St_Johns_College,"Dark brown leather, s. xvii, over millboards, with a simple gold fillet on both boards. The front pastedown is vellum, with a text on the board side and a College bookplate pasted on; the rear pastedown is modern paper. At the front, two paper flyleaves, followed by a vellum stub, from the pastedown; at the rear, five paper flyleaves (iii–vii).",,,,1700,1600,,,,,,,,,,
St_Johns_College_MS_46_binding_1,manuscript_12046,St_Johns_College_MS_46,St John's College MS 46,St_Johns_College,"Modern replacement. Sewn on four thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper one .(iii bis–v)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_47_binding_1,manuscript_12047,St_Johns_College_MS_47,St John's College MS 47,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, three modern paper flyleaves; at the rear, one medieval vellum flyleaf pasted to paper and two modern paper flyleaves (iii bis, iv–v).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_48_binding_1,manuscript_12048,St_Johns_College_MS_48,St John's College MS 48,St_Johns_College,"Dark brown leather over bookboard, s. xvi; with a lozenge-like fleur-de-lis centre-stamp, within a double rectangular frame, with fleurs-de-lis at the corners. Sewn on five thongs. Repairs to the leather in the upper corners of both boards suggest a lost strap and clasp, and a repaired nail-hole may be from a chain-staple in . Gold ‘48’ at the head of the spine, in black ink on the leading edges (with ‘Bib Lat’ and a further illegible inscription). Pastedowns and endleaves modern paper, a College bookplate on the front pastedown. At the front, two paper flyleaves; at the rear, a single paper flyleaf (iii).Watson’s position 4",,,,1600,1500,,,,,,,,,,
St_Johns_College_MS_49_binding_1,manuscript_12049,St_Johns_College_MS_49,St John's College MS 49,St_Johns_College,"Reversed calf over millboards, s. xvii. Sewn on four thongs. Cloth ties on both boards to close the book. An old tab ‘62’ at mid lower board leading edge. Gold ‘49’ at the top of the spine; in ink on the leading edges. Pastedowns modern paper, a College bookplate on the front pastedown. At the front, a modern paper flyleaf and a medieval vellum flyleaf (half a bifolium, preceded by its stub); at the rear, a single modern paper flyleaf (ii).",,,,1700,1600,,,,,,,,,,
St_Johns_College_MS_50_binding_1,manuscript_12050,St_Johns_College_MS_50,St John's College MS 50,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two medieval vellum flyleaves, two stubs after the second (their conjugates, the surviving leaves, are the first two of a four-leaf quire), three modern paper flyleaves, and another marbled paper leaf (iv–viii).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_51_binding_1,manuscript_12051,St_Johns_College_MS_51,St John's College MS 51,St_Johns_College,"A modern replacement. Sewn on three thongs. At the front and rear (iii–iv), a marbled paper leaf and a modern paper flyleaf.",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_53_binding_1,manuscript_12053,St_Johns_College_MS_53,St John's College MS 53,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, one modern paper flyleaf and one medieval vellum flyleaf; at the rear, one modern paper flyleaf .(v)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_54_binding_1,manuscript_12054,St_Johns_College_MS_54,St John's College MS 54,St_Johns_College,"Plain brown leather, with a simple gold fillet on both boards, s. xvii. Sewn on five thongs. ‘54’ on a paper lozenge pasted to the head of the spine and in black ink on the centre of the upper board. Pastedowns modern paper, with a College bookplate on the front pastedown. At the front, three modern paper flyleaves; at the rear, three modern paper flyleaves (iv–vi).",,,,1700,1600,,,,,,,,,,
St_Johns_College_MS_56_binding_1,manuscript_12056,St_Johns_College_MS_56,St John's College MS 56,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front and rear, one modern paper flyleaf (the rear ii).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_57_binding_1,manuscript_12057,St_Johns_College_MS_57,St John's College MS 57,St_Johns_College,"A modern replacement. When described the manuscript (60–2), it was apparently bound in wrappers comprising the current flyleaves. Sewn on six thongs. At the front, a modern paper flyleaf and three of medieval vellum; fol. i is glued to the stub of fol. iv, replacing its conjoint, presumably the pastedown of the medieval binding; fols. ii and iii are a conjoint bifolium. At the rear, two medieval vellum flyleaves and one of modern paper (v–vii); fol. vii is glued to fol. vi, and the latter leaf was a pastedown in an earlier binding.Ralph Flenley, (Oxford, 1911) Six Town Chronicles of England",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_58_binding_1,manuscript_12058,St_Johns_College_MS_58,St John's College MS 58,St_Johns_College,"A stiffened plain vellum wrapper perhaps s. xv (the lower board has a substantial, but perhaps early, repair along the entire leading edge). Sewn on five thongs. Gold ‘58’ at the head of the spine, in black ink at the centre of the upper board. Impressions in the upper board and metal studs under the front pastedown to anchor straps, now lost. Pastedowns of modern paper, a College bookplate on the front pastedown. At the front, four modern paper flyleaves; at the rear, four further modern paper flyleaves (v–viii).",,,,1500,1400,,,,,,,,,,
