metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
_addition_1,manuscript_12164,,,"Cambridge, University Library, MS Dd.8.3",manuscript,,MS-DD-00008-00003,"J.-B. Hautin has added his name and the title Vocabularium graeco-latinum on the front pastedown. There are occasional brief additions to the text by various hands (e.g. ff. 139r, 143r).",the front pastedown; 139r; 143r,"left cover, inside 139r 143r","left cover, inside 139r 143r",,,,,,,,,,,,,,
_addition_1,manuscript_12165,,,"Cambridge, University Library, MS Dd.8.23",manuscript,,MS-DD-00008-00023,"A later hand has added marginal notes in Greek giving the echos of the eothina. Other Greek hands have occasionally added other liturgical notes (e.g. f. 146v). Notes in English, in pencil, have been added regarding cancelled folios, by Henry Bradshaw (1831-1886) Bradshaw, Henry, 1831-1886 , on f. ii recto, University Librarian 1867-1886.",f. 146v; f. ii recto,146v ii recto,146v ii recto,,,,,,,,,"Henry Bradshaw (1831-1886); Bradshaw, Henry, 1831-1886",,,,,
_addition_1,manuscript_12168,,,"Cambridge, University Library, MS Dd.10.54",part,,,"Occasional marginal scholia to the text have been provided throughout by the original copyist, Hand A. Further scholia to ff. 1r-90v and occasional section numbers and marginal headings here and elsewhere have been added later by Hand B. There is a note in Italian on f. 1r, in an early modern hand, erroneously identifying the manuscipt's content: libro di memoria dila morti di santi virgini.",ff. 1r-90v; f. 1r,1r 1r,90v 1r,,,,,,,,,,,,,,
_addition_1,manuscript_12171,,,"Cambridge, University Library, MS Dd.11.70",part,,,"A later western hand added some titles on the upper margins of ff. 26r, 49r, 105r, 113v.",26r; 49r; 105r; 113v,1:26r 1:49r 1:105r 1:113v,1:26r 1:49r 1:105r 1:113v,,,,,,,,,,,,,,
_addition_3,manuscript_12171,,,"Cambridge, University Library, MS Dd.11.70",part,,,"Title in Latin by an early modern western hand in brown ink on f. 1r: Collectanea de linguarum differentia et aliis, and a number, probably a former shelfmark: 81.",1r,2:1r,2:1r,,,,,,,,,,,,,,
_addition_1,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90",manuscript,,MS-DD-00011-00090,"Occasional marginal lection notes and other annotations in Greek have been added by various later hands (e.g. ff. 55r, 84r, 94v). These include the name Demetrios Batas (Διμιτρις του Βατα) on f. 141v, which may be an indication of ownership.",55r; 84r; 94v; f. 141v,55r 84r 94v 141v,55r 84r 94v 141v,,,,,,,,,,,,,,
_addition_2,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90",manuscript,,MS-DD-00011-00090,An ownership note has been added on f. 1r by Kosmas Phrochmos (or Phromchos): Κοσμᾶ Φρομχου κήρυκος εὐαγγελικου.,f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_3,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90",manuscript,,MS-DD-00011-00090,"Another hand has added in the margins of f. 76r the text of Romans 11:22-29, which had been omitted by the copyist.",f. 76r,76r,76r,,,,,,,,,,,,,,
_addition_4,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90",manuscript,,MS-DD-00011-00090,Notes in Latin have been added regarding lost or incorrectly bound folios.,,,,,,,,,,,,,,,,,
_addition_5,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90",manuscript,,MS-DD-00011-00090,"A note of the contents in Latin has been added on f. iv verso, with an addition by another hand, who also added the initials C.B.S. to this folio.",f. iv verso,iv verso,iv verso,,,,,,,,,,,,,,
_addition_6,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90",manuscript,,MS-DD-00011-00090,The ownership note Jo. Luke has been added to the left pastedown.,the left pastedown,"left cover, inside","left cover, inside",,,,,,,,,,,,,,
_addition_1,manuscript_12173,,,"Cambridge, University Library, MS Dd.14.30.1",manuscript,,MS-DD-00014-00030-00001,"A dated note, in the same hand as the main text, appears on f. 1r: October 19 1651 ρχῇ ἦν ὁ Λόγος There are occasional marginal annotations and pen-trials by the same hand.",f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_2,manuscript_12173,,,"Cambridge, University Library, MS Dd.14.30.1",manuscript,,MS-DD-00014-00030-00001,"There is a damaged note on f. [iv] verso: Ad. Littleton , which may be the name Adam Littleton.",f. [iv] verso,[iv] verso,[iv] verso,,,,,,,,,,,,,,
_addition_1,manuscript_12174,,,"Cambridge, University Library, MS Dd.15.27",manuscript,,MS-DD-00015-00027,Brief scholia in Greek have been added by another hand to f. 9r. There are notes on ownership and content in three different hands: Front pastedown Philoponus de Astrolabio J. B. Hautin; f. 1r Φεδερίκου Μορέλλου κτῆσις; f. 3v Iohannes Gromtea (Grammatica?) de Astrolabio.,f. 9r; Front pastedown; f. 1r; f. 3v,"9r left cover, inside 1r 3v","9r left cover, inside 1r 3v",,,,,,,,,,,,,,
_addition_1,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29",part,,,"Occasional scholia have been added in the margins, notably on ff. 73r, 300v-301r, 302v-303v, 306v-308v, 310r-310v, by a 12th-century hand.",73r; 300v-301r; 302v-303v; 306v-308v; 310r-310v,73r 300v 302v 306v 310r,73r 301r 303v 308v 310v,,,,,,,,,,,,,,
_addition_2,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29",part,,,"A later hand has added folio numbers to the texts on ff. 4r-24v, using the extant foliation in Greek numerals to indicate where texts cited here appear in this manuscript.",ff. 4r-24v,4r,24v,,,,,,,,,,,,,,
_addition_3,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29",part,,,"Running headers in Greek indicating the current text have been added in the upper margins of recto folios, ff. 25r-342r.",ff. 25r-342r,25r,342r,,,,,,,,,,,,,,
_addition_4,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29",part,,,"There are other occasional brief marginal annoations in Greek , by various hands (e.g. ff. 60r, 106r, 235v).",60r; 106r; 235v,60r 106r 235v,60r 106r 235v,,,,,,,,,,,,,,
_addition_5,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29",part,,,"There is a modern note in English on f. 353r, regarding anomalies in the pagination.",f. 353r,353r,353r,,,,,,,,,,,,,,
_addition_1,manuscript_12176,,,"Cambridge, University Library, MS Ee.6.35",manuscript,,MS-EE-00006-00035,There are occasional brief marginal annotations by the scribes.,,,,,,,,,,,,,,,,,
_addition_2,manuscript_12176,,,"Cambridge, University Library, MS Ee.6.35",manuscript,,MS-EE-00006-00035,A note on f. 3r records the manuscript's donation by Cuthbert Tunstall: Cuthebertus Londoniensis episcopus studiosis dono dedit.,f. 3r,3r,3r,,,,,,,,,,,,,,
_addition_3,manuscript_12176,,,"Cambridge, University Library, MS Ee.6.35",manuscript,,MS-EE-00006-00035,"There is a note dated 21 March 1862 on f. [iv] recto, regarding extent, collation and missing and blank folios, by Henry Bradshaw (1831-1886), University Librarian 1867-1886.",f. [iv] recto,[iv] recto,[iv] recto,,,,,,,,,,,,,,
_addition_4,manuscript_12176,,,"Cambridge, University Library, MS Ee.6.35",manuscript,,MS-EE-00006-00035,A note of the former classmark 433 appears inside the left board.,inside the left board,"left cover, inside","left cover, inside",,,,,,,,,,,,,,
_addition_1,manuscript_12177,,,"Cambridge, University Library, MS Ff.1.7",manuscript,,MS-FF-00001-00007,"On f. 1r, near the upper edge, is written the number indicating the codex in the list of John Moore's manuscripts published in Bernard, Catalogi librorum manuscriptorum Angliæ et Hiberniæ (1697): 663",f. 1r,1r,1r,,,,,,,,,,,,,"Bernard, Catalogi librorum manuscriptorum Angliæ et Hiberniæ (1697)",
_addition_1,manuscript_12178,,,"Cambridge, University Library, MS Ff.1.24",part,,,"Medieval Latin Marginalia f. 25r Note in plummet in the hand of Robert Grosseteste in the left hand margin at 1 Chron. 12:31: Hic deficit o#o. At the foot of the same folio, the corresponding note, specifying the missing potion of text, reads: Hic terminatur continuacio duodecimi capituli et est versus ultimus iste ex dimidia parte tribus mana[sse] / decem & octo milia singuli per nomina sua venerunt ut constituerent regem david. versus autem scrip[tus] / est et ceciderunt tam ipse quam maiores natu vestiti ciliciis proni in terram &c. cap. xxi circa nae[dium] / enim deficiunt hic fere .ix. capitula o#o f. 41r Pen note in 13-century hand in right hand margin: arkeuth[...], glossing ἀρκεύθινα. f. 42v Pen note in the hand of Robert Grosseteste in the left hand margin commenting on φοίνικας (2 Chron. 3:5 'palm trees'): Deauravit [e]am auro mundissimo. Nomen katha[r]os sumitur hic pro mundo et obrizo. In latine habetur palmas sed non sunt manus hominis sed palmas, id est arbores, quia hic habetur phoinicas [corr. from phenicas], id est arbores palmarum nam grece phoinix [corr. from phenix] est arbor et latine phenix proferimus sicut comedia pro comoidia propter racionem diphthongi. f. 45r Pen note in the hand of Robert Grosseteste in the lower margin: 5. m capitulum secundi paral. quod incipit sic. Postquam congregauitBrief marginal Latin notes in pen in a medieval hand indicating the start of chapters on ff. 35r, 42r, 43v, 45r, 46r, 48r, 49v, 51r, 52v, 53v(?), 67v and 68v. Other annotations Brief notes in Greek, largely effaced, appear on ff. 87r, 92r. There are occasional marginal corrections in a crude hand, e.g. f. 180v.There are Latin notes in pencil regarding content on f. [i] recto. Marginal notes by the same hand in Latin and Greek, regarding citations, appear on ff. 104r-127rA Latin note on f. [ii] verso in red crayon claims former ownership of the manuscript by .Theodore of Tarsus, Archbishop of Canterbury (602-690)Theodore, of Tarsus, Saint, Archbishop of Canterbury, 602-690There are Latin notes in ink by different hands on f. [ii] verso. Some of these identify content and attribute the copying of the manuscript to the same scribe responsible for a certain small Psalter. The current classmark and the former classmark 243 also appear here. On f. 1r, the classmark 243 appears again, along with a heading, a note of the number of pages and an ownership note of Matthew Parker: Matthaeus Cantuar. Hand C has added notes regarding the index to f. [ii] verso and f. 104r. A heading in Latin has been added to f. 203r.Running headers in Latin have been added to ff. 104r-117r and 203v-261r, identifying the current text. Some of these have been partially lost to cropping, suggesting that they may have been present on other folios but entirely lost for the same reason.Arabic numerals in brown ink have been added to ff. 104r-195v, converting the Greek numerals identifying the sections of the text of Josephus Christianus.",f. 25r; same folio; f. 41r; f. 42v; f. 45r; 35r; 42r; 43v; 45r; 46r; 48r; 49v; 51r; 52v; 53v(?); 67v; 68v; 87r; 92r; f. 180v; f. [i] recto; ff. 104r-127r; f. [ii] verso; f. [ii] verso; f. 1r; f. [ii] verso; f. 104r; f. 203r; 104r-117r; 203v-261r; ff. 104r-195v,25r 25r 41r 42v 45r 35r 42r 43v 45r 46r 48r 49v 51r 52v 53v 67v 68v 87r 92r 180v [i] recto 104r [ii] verso [ii] verso 1r [ii] verso 104r 203r 104r 203v 104r,25r 25r 41r 42v 45r 35r 42r 43v 45r 46r 48r 49v 51r 52v 53v 67v 68v 87r 92t 180v [i] recto 127r [ii] verso [ii] verso 1r [ii] verso 104r 203r 117r 261r 195v,,,,,,,,,"Theodore of Tarsus, Archbishop of Canterbury (602-690); Theodore, of Tarsus, Saint, Archbishop of Canterbury, 602-690",,,,,
_addition_2,manuscript_12178,,,"Cambridge, University Library, MS Ff.1.24",part,,,"Another Latin hand has added a note to the end of the index on f. 202v, identifying the work of Leo the Wise.",f. 202v,202v,202v,,,,,,,,,,,,,,
_addition_1,manuscript_12179,,,"Cambridge, University Library, MS Ff.1.26",manuscript,,MS-FF-00001-00026,"A later hand indicated lacunae in the text by writing annotations in the lower margin of ff. 120v, 248v and 288v. The indications of psalms and verses are wrong.",120v; 248v; 288v,120v 248v 288v,120v 248v 288v,,,,,,,,,,,,,,
_addition_2,manuscript_12179,,,"Cambridge, University Library, MS Ff.1.26",manuscript,,MS-FF-00001-00026,"On the left pastedown there is an annotation in Latin stating that the manuscript belonged to Theodore of Tarsus: Hoc commentarium in psalterium grecum quondam fuit codex Theodori Archiepiscopi Cantuariensis inter eos libros quos secum detulit e Roma. Circa annum domini 668 anno quinto Egberti Regis, qui Theodorus fuit sextus ab Augustino (see Summary).",left pastedown,"left cover, inner","left cover, inner",,,,,,,,,,,,,,
_addition_3,manuscript_12179,,,"Cambridge, University Library, MS Ff.1.26",manuscript,,MS-FF-00001-00026,"On the left pastedown are also written the classmark of the codex, Ff-1-26, an annotation indicating the content, Euthymius in Psalmos gr., and, on the upper left corner, the previous classmark #.D.ε.3 as found in the Donors' book of the Cambridge University Library, MS CUL Oo.07.52. Beneath there is moreover the number 246, attributed to the codex in T. James, Ecloga Oxonio-Cantabrigiensis, Londini 1600, p. 68. The number is written also on f. [i] recto.",left pastedown; f. [i] recto,"left cover, inner [i] recto","left cover, inner [i] recto",,,,,,,,,,,"CUL Oo.07.52; T. James, Ecloga Oxonio-Cantabrigiensis, Londini 1600",,,
_addition_4,manuscript_12179,,,"Cambridge, University Library, MS Ff.1.26",manuscript,,MS-FF-00001-00026,"On f. [i] recto there is a note by Abraham Whelock (Oates 1986, p. 245), dated July 1640, stating that the author of the text is Euthymius Zigabenus and citing James Ussher (1581-1656) as an authority for the identification: Liber hic Ms. si conferatur cum Euthymio impresso ipsius esse Euthymii videbitur, teste Reverendissimo Armachano die Iulii 1640.",f. [i] recto,[i] recto,[i] recto,,,,,,,,,,,"Oates 1986, p. 245",,,
_addition_5,manuscript_12179,,,"Cambridge, University Library, MS Ff.1.26",manuscript,,MS-FF-00001-00026,"On f. 1r, in blank spaces within the Greek text, there is an annotation indicating the previous owner of the manuscript, Matthew Parker, Archbishop of Canterbury, and the date of his gift to the Library, 1574 (see History). In the lower margin, by the same hand, there is an indication of the number of pages, partially deleted: Continet paginas 6 .",f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_1,manuscript_12180,,,"Cambridge, University Library, MS Ff.1.30",part,,,f. i verso is marked with the present classmark and the former classmarks D.2.I and 250.,f. i verso,i recto,i verso,,,,,,,,,,,,,,
_addition_2,manuscript_12180,,,"Cambridge, University Library, MS Ff.1.30",part,,,"As part of the production of the original portion of the manuscript, Hand A has marked the main text in the margin with κεφάλαιον (chapter) numbers in brown ink, with headings in the outer margin. The catena is marked in the margin with section numbers in brown ink.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_12180,,,"Cambridge, University Library, MS Ff.1.30",part,,,"A later hand has added interlinear numbers in brown ink to the main text, identifying the correspondence of passages with the sections of the catena. Another has added lection notes in the outer margins in brown ink. Much of these have been lost to cropping.",,,,,,,,,,,,,,,,,
