metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
_binding_1,manuscript_12221,,,"Cambridge, University Library, MS Ll.4.12",Rebound by Douglas Cockerall & Son (Letchworth) on August 1963; the title (Josephus & c. and the classmark are tooled on the spine. The classmark and the title (Josephus M. S.) of the 18th century binding are glued on the inside of the front cover.; 309 238 39,,,,1963,1963,1963,,gregorian,309.0,309.0,309.0,238.0,238.0,238.0,39.0,39.0,39.0,mm
_binding_1,manuscript_12224,,,"Cambridge, University Library, MS Ll.5.4","Late 17th-/18th-century binding, brown leather over millboards, blind-tooled central panel and gold-stamped centre-piece and fleurons at the corners on both front and rear covers. Re-backed 1963 by Gray of Cambridge.",,,,,1675,1750,,,,,,,,,,,,
_binding_1,manuscript_12225,,,"Cambridge, University Library, MS Mm.1.11","18th-century binding with pale brown full velvet covering over couched-laminate boards, with plain pastedowns. There is decorative tooling; traces of decorative tooling are present on the board edge.; The title (Euripides Mss) and the classmark are tooled in gold on the spine.; 218 154 33",,,,,1700,1799,,gregorian,218.0,218.0,218.0,154.0,154.0,154.0,33.0,33.0,33.0,mm
_binding_1,manuscript_12226,,,"Cambridge, University Library, MS Mm.1.17","Early modern binding. Full alum tawed skin cover over couched-laminate boards. On the left cover there are traces of a Greek manuscript inscription in black ink (the script has almost completely disappeared, ἰατρικόν). On the spine are pasted three paper labels with the shelfmark; in the upper part gold tooling on a red leather label with title Tracts | M.S. ; A leaf from a printed edition of canon law is pasted on the right pastedown.; 236 173 31",,,,,1600,1699,,gregorian,236.0,236.0,236.0,173.0,173.0,173.0,31.0,31.0,31.0,mm
_binding_1,manuscript_12227,,,"Cambridge, University Library, MS Mm.6.9","Binding by W.H. Smith and Son Ltd in London, according to a note on the left pastedown. Quarter leather, with marbled paper covering over millboards and plain pastedowns. The classmark and the title Novum Testamentum Graecum are tooled in gold on the spine. The edges have been painted red, but only limited traces remain.; 200 158 74",,,,1960,1960,1960,,gregorian,200.0,200.0,200.0,158.0,158.0,158.0,74.0,74.0,74.0,mm
_binding_1,manuscript_12230,,,"Cambridge, University Library, MS Nn.1.21","18th-century full leather binding over couched-laminate boards, with marbled pastedowns and outer endleaves. The edges have been marbled in the same pattern as the pastedowns and endleaves. There are decoratve gold-tooled borders on both boards, with a crown motif, and gold tooling on the edges of the boards. The spine bears extensive decorative gold tooling, the classmark on labels, and the title Chrysostomi varia and Tom. II. M.S. tooled in gold on black leather labels.; 346 259 65",,,,,1700,1799,,gregorian,346.0,346.0,346.0,259.0,259.0,259.0,65.0,65.0,65.0,mm
_binding_1,manuscript_12231,,,"Cambridge, University Library, MS Nn.1.23",Boards with pale brown full skin covering over couched-laminate boards. The title (Gregorius Naz. MS) and the classmark are tooled in gold on the spine.; Both boards are detached and spine severerly damaged.; 337 250 129,,,,,1700,1899,,gregorian,337.0,337.0,337.0,250.0,250.0,250.0,129.0,129.0,129.0,mm
_binding_1,manuscript_12232,,,"Cambridge, University Library, MS Nn.1.24",18th- or 19th-century couched-laminate board binding covered in quarter with marbled paper. Both boards are fully detached.; The title (Porphyrius) is tooled in gold on the spine.; 332 234 15,,,,,1700,1899,,gregorian,332.0,332.0,332.0,234.0,234.0,234.0,15.0,15.0,15.0,mm
_binding_1,manuscript_12237,,,"Cambridge, University Library, MS Nn.2.34","Binding with pale brown full leather covering over couched-laminate boards. The spine is cracked, corresponding to the opening at f. 130. ; There is decorative tooling on boards and spine; traces of decorative tooling are present on the board edge. Head band is fully detached. Bookblock edges are marbled.; Marbled paper endleaves. The left made flyleaf has come away.; The title (Herodotus MS.) is tooled in gold on the spine.; 305 239 19",,,,,1700,1899,,gregorian,305.0,305.0,305.0,239.0,239.0,239.0,19.0,19.0,19.0,mm
_binding_1,manuscript_12238,,,"Cambridge, University Library, MS Nn.2.36","19th-century full leather binding with couched-laminate boards and marbled pastedowns. There is decorative gold tooling on the boards and spine, and the title Evangelia Graeca M.S. is tooled in gold on the spine.; 300 232 85 ; There are marks left by the tabs of former leaf markers on the fore-edge of ff. 10, 74, 115, 179 and 225.",Both outer joints are completely split. The leather over the sewing supports is almost completely worn away. There is a break in the endband and two in the tailband. The top sewing on the left board is broken.,,,,1800,1899,,gregorian,300.0,300.0,300.0,232.0,232.0,232.0,85.0,85.0,85.0,mm
_binding_1,manuscript_12239,,,"Cambridge, University Library, MS Nn.2.39",Couched-laminate board binding covered in quarter mid-brown tanned calfskin with stamped ornamentation and marbled paper on the sides. The title is tooled in gold on the spine. 296 218 30,,,,,1715,1899,,,296.0,296.0,296.0,218.0,218.0,218.0,30.0,30.0,30.0,mm
_binding_1,manuscript_12240,,,"Cambridge, University Library, MS Nn.2.41","Quarter tawed pigskin over oak boards, in two volumes. Sandy and Elizabeth Cockerell, 1965 (stamp on skin on the inside of the right-hand boards).; Volume I 279 250 52 ; Volume II 279 252 71",,,,,1965,1965,,,279 279,279 279,279 279,250 252,250 252,250 252,52 71,52 71,52 71,mm
_binding_2,manuscript_12240,,,"Cambridge, University Library, MS Nn.2.41","A former binding, dating to the 19th-century, is preserved separately: pasteboards covered in light brown leather, with blind-tooled panel and scrollwork, with metal clasp, metal plates at the corners and another in the centre engraved with the coat of arms of the University of Cambridge (on the front) and 'Codex Bezae Cantab.' (on the rear) (?pewter, all now tarnished).; A report by Sandy Cockerell - entitled 'Repairing and Rebinding the Codex Bezae' - is kept separately, along with several black-and-white photographs of the manuscript and the rebinding work in progress. Dated November 1965, but beginning with a description of the condition of the manuscript dated January 1962, the report suggests that the project to conserve and rebind Codex Bezae took place over several years. According to Cockerell:; The manuscript had been removed from the 19th century binding at some time and in removing it a great deal of damage had been done to the folds of the vellum leaves, particularly to the outside fold of each gathering. ; It is not clear when this removal took place, but other notes imply that this occurred during the Librarianship of Henry Bradshaw (b. 1831, d. 1886, Librarian 1867-1886): specifically, a collation diagram by Bradshaw's hand, which describes the structure of the quires and concludes 'all in box Aug 25' and 'together with Bezae's letter + seal Sept. 3' (no year is given). This sheet then continued to be used by subsequent members of Library staff as a means of checking that all of the leaves were present: it is signed 'all here' by Francis Jenkinson on 30 September 1898, and by H.L. Pink on 14 December 1949, 5 December 1952 and 26 January 1962.; Bradshaw's notes indicate that Codex Bezae was kept disbound in a box and this seems to have been the case until Cockerell's rebinding work. Another note, written by H.R. Creswick (1902-1988, Librarian 1949-1967), states '4 Red boxes inspected 9 Dec. 1949 HRC & HLP [i.e. H.L. Pink] & JCTO [i.e. J.C.T. Oates]. All the Manuscript is in good state'. An index card bears the notes by several members of staff between 4 June 1904 and 16 May 1963, recording the removal of selected leaves for display in the Library's show cases. In some cases, the display was just for a single day, notes regarding their removal and return beearing the same date, however in other instances it appears that leaves from Codex Bezae remained on view for extended periods: a note by H.R. Creswick concerning unspecified folios states 'In show case since 1926 at least, returned to box 9 May 1934 (Librarian's order to clear show cases)' (presumably in preparation for the re-location of the Library to the new building on West Road).",,,,,1800,1900,,,279 279,279 279,279 279,250 252,250 252,250 252,52 71,52 71,52 71,mm
_binding_1,manuscript_12241,,,"Cambridge, University Library, MS Nn.3.3","Bound with pale brown full skin covering over millboards. There is decorative tooling on boards, spine and on the board edge. The title (Aristoph Plutus Nubes) is tooled in gold on the spine. Marbled paper is used as pastedowns with blank leaves.; 279 216 37",,,,,1785,1899,,gregorian,279.0,279.0,279.0,216.0,216.0,216.0,37.0,37.0,37.0,mm
_binding_1,manuscript_12242,,,"Cambridge, University Library, MS Nn.3.8",Full leather binding over couched-laminate boards. Gold tooled frame on both boards. Gold tooling on both boards' edges. The spine bears extensive decorative gold tooling with flowers and the title Euclidis Catoptrica MS. The shelfmark is written on damaged leather labels. Marbled paper has been pasted on the pastedowns and on ff. [i] recto and [vi] verso.; 245 175 23,,,,,1700,1799,,gregorian,245.0,245.0,245.0,175.0,175.0,175.0,23.0,23.0,23.0,mm
_binding_1,manuscript_12243,,,"Cambridge, University Library, MS Nn.3.13",Binding with pale brown full skin covering over couched-laminate boards. A split in the spine corresponds to the opening at f. 105. ; There is decorative tooling on boards and spine; traces of decorative tooling are present on the board edge.; Tailband is partially detached. The headband has one break in it.; The title (Euripidis Hecuba et Orestes Catonis Sententiae MS) is tooled in gold on the spine.; Marbled paper is used as pastedowns with blank leaves. Edges are marbled as well.; 224 172 40,,,,,1800,1899,,gregorian,224.0,224.0,224.0,172.0,172.0,172.0,40.0,40.0,40.0,mm
_binding_1,manuscript_12244,,,"Cambridge, University Library, MS Nn.3.14","Binding with pale brown full skin covering over couched-laminate boards. ; There is decorative tooling on boards, spine and on the board edge. Raised bands are worn-out, but a little trace of decorative tooling is preserved.; The title (Euripidis Hecuba Orestes Phoenissæ Hecuba Orestes) is tooled in gold on the spine.; Marbled paper is used as pastedowns with blank leaves.; 220 175 57",,,,,1785,1899,,gregorian,220.0,220.0,220.0,175.0,175.0,175.0,57.0,57.0,57.0,mm
_binding_1,manuscript_12245,,,"Cambridge, University Library, MS Nn.3.15","Bound with pale brown full skin covering over couched-laminate boards. Tailband is partially detached. ; There is decorative tooling on boards, spine and on the board edge. Raised bands are worn-out, but a little trace of decorative tooling is preserved.; The title (Aristophanis Plutus, Nubes, Ranæ. Plutus, Nubes, Ranæ) is tooled in gold on the spine.; Marbled paper is used as pastedowns with blank leaves.; 210 175 55",,,,,1785,1899,,gregorian,210.0,210.0,210.0,175.0,175.0,175.0,55.0,55.0,55.0,mm
_binding_1,manuscript_12246,,,"Cambridge, University Library, MS Nn.3.16","Bound with pale brown full skin covering over millboards. There is decorative tooling on boards, spine and on the board edge. The title (Aristophan Plutus Nubes Hesiodi Opera et Dies) is tooled in gold on the spine. Marbled paper is used as pastedowns with blank leaves.; 217 157 50",,,,,1700,1899,,gregorian,217.0,217.0,217.0,157.0,157.0,157.0,50.0,50.0,50.0,mm
_binding_1,manuscript_12247,,,"Cambridge, University Library, MS Nn.3.17","Binding with pale brown full skin covering over couched-laminate boards. The covering of the previous binding has been glued to the new. A gold rectangle is tooled on both boards and there is decorative tooling on the board edge. The title (Aeschylus) and the classmark are tooled in gold on the spine on two portions of leather painted black; the classmark is tooled on the left board as well. Marbled papers is used as pastedowns with blank leaves.; The binding was repaired by Douglas Cockerell and Son, Grantchester, December, 1964 (see f. [a] verso).; 210 160 45",,,,,1785,1899,,gregorian,210.0,210.0,210.0,160.0,160.0,160.0,45.0,45.0,45.0,mm
_binding_1,manuscript_12248,,,"Cambridge, University Library, MS Nn.3.18","Binding in pale brown full leather covering over millboards. Marbled paper endleaves. The title and classmark are tooled in gold on the spine: Herodotus MS. Nn.3.18 xv. cent.. Binding signed by Wiseman of Cambridge, on lower margin of first marbled endleaf, verso.; 226 155 57",,,,,1800,1899,,gregorian,226.0,226.0,226.0,155.0,155.0,155.0,57.0,57.0,57.0,mm
_binding_1,manuscript_12250,,,"Cambridge, University Library, MS Nn.4.2","The manuscript was bound by , active in Marnef, Geoffroy de, active 1489-1518 Geoffroy de Marnef Paris between 1490 and 1518. Bound in brown calfskin, stamped on both boards: a rectangle containing five rows decorated with flowers and vines. The border around the inner rectangle is decorated with vegetative motifs, birds, dragons and lettered scrolls. On the top left the legend (readable on the back cover) is par le mieulx; on the top right in deum confido. In the lower right corner the binder's name is embossed: G. De Marnef.; The cover is in poor condition, almost detached.; The pasteboards are delaminanting and made of printed waste from an edition (1484?) of the Quaestiones in quattuor libros sententiarum by .Baconthorpe, John, -1346 Johannes Baconthorpe ; The fore-, head- and tail-edges are gilded.; 204 144 15",,,,,1490,1518,,gregorian,204.0,204.0,204.0,144.0,144.0,144.0,15.0,15.0,15.0,mm
